time_local,issue_date,horizon_h,plant_p50,plant_p10,plant_p90,plant_mean,T1_p50,T1_p10,T1_p90,T1_mean,T2_p50,T2_p10,T2_p90,T2_mean
2026-02-15 03:00:00,2026-02-14,17.0,0.014,0.0,0.1463,0.0379,0.017,0.0,0.1432,0.0375,0.0132,0.0,0.095,0.04
2026-02-15 04:00:00,2026-02-14,18.0,0.0337,0.0,0.1454,0.0492,0.0264,0.0,0.1512,0.0521,0.0181,0.0,0.1588,0.0565
2026-02-15 05:00:00,2026-02-14,19.0,0.0388,0.0,0.2015,0.0741,0.0352,0.0001,0.1931,0.0766,0.0228,0.0,0.1536,0.0865
2026-02-15 06:00:00,2026-02-14,20.0,0.0635,0.0,0.2559,0.1002,0.0464,0.0,0.2722,0.1384,0.0577,0.0,0.2315,0.1084
2026-02-15 07:00:00,2026-02-14,21.0,0.118,0.0004,0.4363,0.2115,0.1336,0.0053,0.4951,0.222,0.1368,0.0006,0.4301,0.179
2026-02-15 08:00:00,2026-02-14,22.0,0.217,0.0098,0.6223,0.2617,0.2282,0.0209,0.6576,0.2779,0.2316,0.011,0.5813,0.2668
2026-02-15 09:00:00,2026-02-14,23.0,0.4229,0.0702,0.8924,0.4283,0.4171,0.0686,0.9076,0.4082,0.3774,0.0642,0.8891,0.3929
2026-02-15 10:00:00,2026-02-14,24.0,0.6418,0.1986,0.9706,0.5775,0.6555,0.1923,0.9773,0.5792,0.6598,0.1725,0.9698,0.6239
2026-02-15 11:00:00,2026-02-14,25.0,0.8524,0.3638,0.9989,0.7865,0.8571,0.4247,1.0,0.8204,0.8736,0.4038,0.9787,0.786
2026-02-15 12:00:00,2026-02-14,26.0,0.9103,0.5544,0.9982,0.8456,0.9499,0.5509,1.0,0.8718,0.9607,0.5434,0.9992,0.8857
2026-02-15 13:00:00,2026-02-14,27.0,0.9496,0.6017,1.0,0.9115,0.9732,0.6389,1.0,0.9324,0.9824,0.6284,0.9951,0.9126
2026-02-15 14:00:00,2026-02-14,28.0,0.9769,0.6688,1.0,0.9296,0.9965,0.6699,1.0,0.9488,0.9798,0.6729,0.9947,0.9395
2026-02-15 15:00:00,2026-02-14,29.0,0.9824,0.7119,1.0,0.9429,0.993,0.7096,1.0,0.9541,0.9787,0.7395,0.9989,0.9556
2026-02-15 16:00:00,2026-02-14,30.0,0.9808,0.6629,1.0,0.9377,0.9797,0.669,0.9981,0.9457,0.9757,0.6677,1.0,0.9483
2026-02-15 17:00:00,2026-02-14,31.0,0.9811,0.6723,1.0,0.9376,0.9908,0.6608,1.0,0.9414,0.9852,0.6709,1.0,0.9413
2026-02-15 18:00:00,2026-02-14,32.0,0.9822,0.6643,1.0,0.9136,0.9826,0.665,1.0,0.915,0.981,0.6475,0.9964,0.9054
2026-02-15 19:00:00,2026-02-14,33.0,0.9729,0.6148,1.0,0.913,0.9561,0.6468,1.0,0.9094,0.955,0.5908,0.9894,0.9025
2026-02-15 20:00:00,2026-02-14,34.0,0.9684,0.6218,1.0,0.9162,0.9632,0.6542,1.0,0.929,0.9634,0.6018,0.994,0.9094
2026-02-15 21:00:00,2026-02-14,35.0,0.9737,0.6246,1.0,0.911,0.9681,0.6359,1.0,0.9236,0.9559,0.6003,0.9952,0.8972
2026-02-15 22:00:00,2026-02-14,36.0,0.9357,0.5168,0.9969,0.8712,0.9186,0.5521,0.9955,0.8731,0.9343,0.4946,0.9847,0.8552
2026-02-15 23:00:00,2026-02-14,37.0,0.8569,0.3385,0.9922,0.7972,0.8517,0.3629,0.9914,0.7974,0.8211,0.3368,0.9797,0.7732
2026-02-16 00:00:00,2026-02-15,14.0,0.545,0.1564,0.9388,0.58,0.5457,0.1501,0.9503,0.5521,0.4803,0.1243,0.9139,0.5735
2026-02-16 01:00:00,2026-02-15,15.0,0.5211,0.1558,0.9351,0.599,0.5433,0.1544,0.9315,0.5889,0.5122,0.1442,0.8775,0.6168
2026-02-16 02:00:00,2026-02-15,16.0,0.5413,0.1626,0.9706,0.5847,0.5862,0.1589,0.9472,0.5971,0.5184,0.1455,0.9518,0.5849
2026-02-16 03:00:00,2026-02-15,17.0,0.6064,0.1879,0.9951,0.6563,0.6352,0.2014,0.9923,0.6842,0.6162,0.1749,0.9573,0.6449
2026-02-16 04:00:00,2026-02-15,18.0,0.6169,0.1913,0.9962,0.6258,0.6194,0.2152,0.9912,0.6477,0.5726,0.1649,0.9653,0.6512
2026-02-16 05:00:00,2026-02-15,19.0,0.6459,0.2231,0.9826,0.6556,0.6436,0.2345,0.9952,0.678,0.6139,0.1975,0.969,0.6562
2026-02-16 06:00:00,2026-02-15,20.0,0.5356,0.1679,0.9511,0.5236,0.5275,0.1783,0.9406,0.5188,0.479,0.1419,0.9528,0.5405
2026-02-16 07:00:00,2026-02-15,21.0,0.4173,0.0991,0.8998,0.5016,0.4372,0.1404,0.8902,0.4572,0.4277,0.1138,0.8934,0.4875
2026-02-16 08:00:00,2026-02-15,22.0,0.4573,0.0824,0.898,0.5467,0.447,0.1231,0.9142,0.5136,0.4202,0.1032,0.8815,0.4537
2026-02-16 09:00:00,2026-02-15,23.0,0.4824,0.1285,0.9507,0.5672,0.5256,0.14,0.9352,0.5131,0.4633,0.1412,0.9468,0.5271
2026-02-16 10:00:00,2026-02-15,24.0,0.6002,0.2222,0.9984,0.5799,0.5735,0.2286,1.0,0.5739,0.5518,0.1915,0.9736,0.5669
2026-02-16 11:00:00,2026-02-15,25.0,0.5804,0.2073,0.9871,0.557,0.5846,0.2349,0.9755,0.5504,0.5973,0.2075,0.9555,0.5869
2026-02-16 12:00:00,2026-02-15,26.0,0.6535,0.2539,1.0,0.6688,0.6575,0.2602,0.9824,0.692,0.6998,0.2154,0.9789,0.6592
2026-02-16 13:00:00,2026-02-15,27.0,0.8115,0.3285,1.0,0.7654,0.7661,0.3255,0.9867,0.7642,0.7803,0.3329,0.983,0.6983
2026-02-16 14:00:00,2026-02-15,28.0,0.7982,0.3799,1.0,0.7901,0.8181,0.3808,0.9834,0.7927,0.8342,0.4107,0.9786,0.7873
2026-02-16 15:00:00,2026-02-15,29.0,0.848,0.3983,1.0,0.8314,0.8576,0.4118,0.9987,0.8293,0.8996,0.3829,0.9802,0.8257
2026-02-16 16:00:00,2026-02-15,30.0,0.7759,0.3657,1.0,0.7457,0.8126,0.394,1.0,0.7863,0.8164,0.3665,0.9871,0.7677
2026-02-16 17:00:00,2026-02-15,31.0,0.7665,0.3308,1.0,0.7251,0.7379,0.3946,1.0,0.7223,0.7631,0.3202,0.9828,0.7583
2026-02-16 18:00:00,2026-02-15,32.0,0.8586,0.3891,1.0,0.8026,0.7935,0.4097,0.9918,0.7984,0.8594,0.3604,0.977,0.8437
2026-02-16 19:00:00,2026-02-15,33.0,0.8223,0.3169,0.9953,0.7714,0.7495,0.3597,0.9953,0.7835,0.8305,0.3071,0.9949,0.7874
2026-02-16 20:00:00,2026-02-15,34.0,0.7838,0.3134,1.0,0.7976,0.8089,0.3098,0.9973,0.7964,0.7911,0.2861,0.9688,0.8101
2026-02-16 21:00:00,2026-02-15,35.0,0.7218,0.2051,0.9951,0.7153,0.7318,0.258,0.9905,0.7194,0.7005,0.2174,0.9485,0.7406
2026-02-16 22:00:00,2026-02-15,36.0,0.7072,0.2302,0.9523,0.7207,0.7185,0.2609,0.9691,0.7163,0.6871,0.2325,0.9338,0.7313
2026-02-16 23:00:00,2026-02-15,37.0,0.6677,0.1677,0.9425,0.6813,0.7134,0.2227,0.9678,0.7015,0.6581,0.1651,0.9343,0.6676
2026-02-17 00:00:00,2026-02-16,14.0,0.5422,0.1109,0.8888,0.546,0.5285,0.1303,0.9218,0.5476,0.4994,0.1011,0.8618,0.5127
2026-02-17 01:00:00,2026-02-16,15.0,0.5333,0.1311,0.9086,0.5689,0.5295,0.1643,0.9373,0.5293,0.5067,0.1112,0.8665,0.5558
2026-02-17 02:00:00,2026-02-16,16.0,0.5461,0.1278,0.9274,0.5645,0.5531,0.1843,0.9299,0.5843,0.5538,0.1076,0.8823,0.5577
2026-02-17 03:00:00,2026-02-16,17.0,0.5484,0.1451,0.9368,0.5385,0.528,0.1973,0.9236,0.5662,0.5411,0.1308,0.892,0.5338
2026-02-17 04:00:00,2026-02-16,18.0,0.4167,0.123,0.9025,0.4448,0.4199,0.1763,0.8933,0.4764,0.406,0.0957,0.8663,0.4244
2026-02-17 05:00:00,2026-02-16,19.0,0.311,0.0382,0.7939,0.385,0.2946,0.0439,0.7944,0.4026,0.2911,0.0347,0.7942,0.3694
2026-02-17 06:00:00,2026-02-16,20.0,0.1593,0.0,0.6169,0.2607,0.1641,0.0066,0.6606,0.2668,0.1698,0.0,0.6495,0.2639
2026-02-17 07:00:00,2026-02-16,21.0,0.1366,0.0,0.4879,0.2331,0.162,0.0028,0.5219,0.2175,0.1525,0.0,0.4958,0.2036
2026-02-17 08:00:00,2026-02-16,22.0,0.1326,0.0,0.4042,0.2042,0.1426,0.0,0.4369,0.1973,0.1483,0.0,0.3829,0.1686
2026-02-17 09:00:00,2026-02-16,23.0,0.1215,0.0,0.2386,0.1489,0.0968,0.0002,0.3686,0.1549,0.0975,0.0,0.3017,0.1348
2026-02-17 10:00:00,2026-02-16,24.0,0.1176,0.0,0.3626,0.1779,0.1135,0.0032,0.417,0.1681,0.1137,0.0,0.3622,0.1575
2026-02-17 11:00:00,2026-02-16,25.0,0.1976,0.0,0.5903,0.2756,0.2176,0.0044,0.6004,0.2764,0.2143,0.0031,0.5693,0.2616
2026-02-17 12:00:00,2026-02-16,26.0,0.2956,0.0056,0.8024,0.4085,0.268,0.0219,0.8144,0.419,0.2881,0.0086,0.7999,0.406
2026-02-17 13:00:00,2026-02-16,27.0,0.3093,0.0121,0.8222,0.4095,0.2886,0.028,0.8223,0.4043,0.3006,0.0104,0.8095,0.4057
2026-02-17 14:00:00,2026-02-16,28.0,0.3321,0.0136,0.8616,0.4139,0.2851,0.0291,0.8373,0.4149,0.3074,0.012,0.8037,0.4337
2026-02-17 15:00:00,2026-02-16,29.0,0.3639,0.0332,0.8706,0.4343,0.3045,0.0364,0.825,0.4547,0.3462,0.016,0.8464,0.4865
2026-02-17 16:00:00,2026-02-16,30.0,0.3699,0.0343,0.8682,0.4296,0.3243,0.0618,0.8448,0.4582,0.3469,0.0178,0.8255,0.4662
2026-02-17 17:00:00,2026-02-16,31.0,0.369,0.0369,0.9111,0.4266,0.303,0.0602,0.8666,0.4337,0.3181,0.0395,0.8836,0.4431
2026-02-17 18:00:00,2026-02-16,32.0,0.5344,0.0971,1.0,0.589,0.4489,0.0959,1.0,0.5895,0.5151,0.1081,1.0,0.5917
2026-02-17 19:00:00,2026-02-16,33.0,0.6022,0.141,1.0,0.6108,0.555,0.1738,1.0,0.5964,0.5675,0.1501,0.99,0.6328
2026-02-17 20:00:00,2026-02-16,34.0,0.6354,0.1877,1.0,0.6486,0.664,0.2714,0.9992,0.6502,0.6165,0.2034,0.9946,0.6477
2026-02-17 21:00:00,2026-02-16,35.0,0.7804,0.2683,1.0,0.7314,0.7683,0.3186,1.0,0.7455,0.7497,0.2907,0.9793,0.7292
2026-02-17 22:00:00,2026-02-16,36.0,0.7066,0.3057,0.9897,0.6702,0.7366,0.3756,1.0,0.6855,0.6985,0.2848,0.9812,0.658
2026-02-17 23:00:00,2026-02-16,37.0,0.7749,0.3302,0.9845,0.7267,0.8599,0.4028,0.989,0.7514,0.7927,0.3177,0.9737,0.7112
2026-02-18 00:00:00,2026-02-17,14.0,0.8105,0.4123,0.9859,0.7762,0.8411,0.4362,0.9816,0.7874,0.811,0.4065,0.9736,0.7772
2026-02-18 01:00:00,2026-02-17,15.0,0.8247,0.4306,0.9885,0.7811,0.8407,0.437,0.9872,0.8012,0.8595,0.396,0.9796,0.8003
2026-02-18 02:00:00,2026-02-17,16.0,0.7049,0.3414,0.9903,0.6795,0.7501,0.4072,0.9785,0.704,0.6938,0.3277,0.9691,0.68
2026-02-18 03:00:00,2026-02-17,17.0,0.8522,0.3911,0.9859,0.8247,0.8573,0.4259,0.9837,0.8435,0.8065,0.3919,0.977,0.8138
2026-02-18 04:00:00,2026-02-17,18.0,0.7919,0.3498,0.9746,0.711,0.7966,0.3862,0.9714,0.7628,0.7163,0.3339,0.9629,0.7101
2026-02-18 05:00:00,2026-02-17,19.0,0.8689,0.4264,0.9847,0.7993,0.8642,0.4697,0.9839,0.8127,0.8483,0.41,0.9684,0.8177
2026-02-18 06:00:00,2026-02-17,20.0,0.8083,0.388,0.989,0.7302,0.7823,0.4222,0.9837,0.7371,0.7618,0.3604,0.9742,0.7149
2026-02-18 07:00:00,2026-02-17,21.0,0.7032,0.329,0.9864,0.6579,0.6976,0.3893,0.9857,0.6952,0.6485,0.367,0.9809,0.677
2026-02-18 08:00:00,2026-02-17,22.0,0.78,0.4145,0.9904,0.7063,0.7678,0.4585,0.9908,0.7453,0.7919,0.4066,0.9818,0.7521
2026-02-18 09:00:00,2026-02-17,23.0,0.7509,0.5137,0.9926,0.7542,0.8249,0.5057,0.992,0.774,0.8235,0.5058,0.9831,0.7768
2026-02-18 10:00:00,2026-02-17,24.0,0.876,0.533,0.9971,0.8573,0.9291,0.5495,0.9976,0.8394,0.9227,0.6357,0.9847,0.8984
2026-02-18 11:00:00,2026-02-17,25.0,0.9787,0.6652,0.9969,0.9384,0.9865,0.6806,0.9977,0.9415,0.9736,0.7536,0.9869,0.9434
2026-02-18 12:00:00,2026-02-17,26.0,0.9808,0.8629,1.0,0.9592,0.9906,0.8761,1.0,0.9738,0.9729,0.8903,0.9894,0.9616
2026-02-18 13:00:00,2026-02-17,27.0,0.9816,0.9479,0.9997,0.9759,0.9891,0.9587,0.9998,0.9832,0.978,0.9611,0.9915,0.9742
2026-02-18 14:00:00,2026-02-17,28.0,0.9792,0.9577,0.9979,0.9757,0.9871,0.9524,1.0,0.9734,0.9789,0.9613,1.0,0.9759
2026-02-18 15:00:00,2026-02-17,29.0,0.9791,0.9236,0.9982,0.9753,0.987,0.9372,1.0,0.9778,0.9728,0.9568,0.9918,0.9673
2026-02-18 16:00:00,2026-02-17,30.0,0.9738,0.7791,0.9972,0.955,0.9829,0.822,1.0,0.958,0.9729,0.814,0.9917,0.9635
2026-02-18 17:00:00,2026-02-17,31.0,0.974,0.6883,0.9978,0.9186,0.9777,0.6712,0.9949,0.9163,0.9655,0.7178,0.9917,0.9184
2026-02-18 18:00:00,2026-02-17,32.0,0.9064,0.5843,0.9957,0.8888,0.9385,0.5865,0.9945,0.8821,0.9139,0.5686,0.9853,0.875
2026-02-18 19:00:00,2026-02-17,33.0,0.8671,0.4793,1.0,0.7974,0.8617,0.4983,1.0,0.8065,0.844,0.4447,0.9803,0.7975
2026-02-18 20:00:00,2026-02-17,34.0,0.7238,0.3088,1.0,0.7184,0.6852,0.3117,0.9882,0.7137,0.6888,0.2615,0.9697,0.6878
2026-02-18 21:00:00,2026-02-17,35.0,0.7684,0.3291,1.0,0.804,0.7526,0.3786,0.9749,0.7911,0.7437,0.3185,0.9806,0.7468
2026-02-18 22:00:00,2026-02-17,36.0,0.6251,0.2279,0.9818,0.6114,0.6144,0.2524,0.9384,0.6281,0.5678,0.1806,0.9493,0.5823
2026-02-18 23:00:00,2026-02-17,37.0,0.5614,0.2028,0.996,0.5632,0.5821,0.2305,0.9514,0.5736,0.5233,0.1633,0.9754,0.573
2026-02-19 00:00:00,2026-02-18,14.0,0.6138,0.2214,1.0,0.6416,0.6049,0.2204,0.9634,0.6517,0.5511,0.1859,0.961,0.5823
2026-02-19 01:00:00,2026-02-18,15.0,0.6191,0.2226,1.0,0.6621,0.6037,0.2323,0.9575,0.6772,0.5949,0.1885,0.958,0.625
2026-02-19 02:00:00,2026-02-18,16.0,0.5784,0.2191,0.9904,0.6247,0.6216,0.2108,0.9546,0.6609,0.5555,0.1551,0.9199,0.6022
2026-02-19 03:00:00,2026-02-18,17.0,0.6488,0.2158,0.9852,0.7496,0.7143,0.2255,0.9478,0.7531,0.654,0.1685,0.9089,0.6913
2026-02-19 04:00:00,2026-02-18,18.0,0.5466,0.1957,0.9712,0.5862,0.6044,0.2028,0.9298,0.6306,0.5366,0.1448,0.9156,0.5961
2026-02-19 05:00:00,2026-02-18,19.0,0.6772,0.238,0.9545,0.7255,0.7261,0.2639,0.9335,0.7631,0.7068,0.1692,0.9188,0.698
2026-02-19 06:00:00,2026-02-18,20.0,0.5595,0.1844,0.9661,0.5828,0.6058,0.2078,0.9316,0.6161,0.5432,0.1485,0.9102,0.5769
2026-02-19 07:00:00,2026-02-18,21.0,0.4839,0.1479,0.9248,0.5277,0.508,0.1783,0.9108,0.5375,0.4562,0.1237,0.8944,0.4939
2026-02-19 08:00:00,2026-02-18,22.0,0.498,0.126,0.9306,0.5712,0.5715,0.1452,0.9095,0.564,0.5125,0.1109,0.9003,0.5229
2026-02-19 09:00:00,2026-02-18,23.0,0.4653,0.1628,0.9449,0.5209,0.5145,0.1475,0.9167,0.4982,0.4271,0.1209,0.9297,0.4755
2026-02-19 10:00:00,2026-02-18,24.0,0.5311,0.1618,0.9677,0.5388,0.5987,0.1705,0.9236,0.5547,0.5738,0.1237,0.9436,0.5192
2026-02-19 11:00:00,2026-02-18,25.0,0.3204,0.0825,0.8838,0.4723,0.4157,0.1191,0.8513,0.4868,0.3742,0.078,0.9135,0.501
2026-02-19 12:00:00,2026-02-18,26.0,0.262,0.0508,0.8328,0.3556,0.2613,0.0641,0.8059,0.3609,0.2989,0.0479,0.847,0.4018
2026-02-19 13:00:00,2026-02-18,27.0,0.2635,0.0097,0.7413,0.3083,0.2523,0.0297,0.712,0.2844,0.2728,0.0232,0.7676,0.3238
2026-02-19 14:00:00,2026-02-18,28.0,0.2438,0.0082,0.6419,0.2569,0.23,0.0244,0.5829,0.2436,0.225,0.0206,0.652,0.264
2026-02-19 15:00:00,2026-02-18,29.0,0.1979,0.0015,0.5846,0.236,0.1715,0.0109,0.525,0.2162,0.1961,0.0059,0.5676,0.231
2026-02-19 16:00:00,2026-02-18,30.0,0.1723,0.0,0.5356,0.2411,0.1523,0.0152,0.51,0.2073,0.1628,0.0053,0.528,0.2184
2026-02-19 17:00:00,2026-02-18,31.0,0.1487,0.0,0.4185,0.2154,0.1281,0.0023,0.4575,0.1958,0.1393,0.001,0.4043,0.2006
2026-02-19 18:00:00,2026-02-18,32.0,0.129,0.0,0.4564,0.2313,0.1528,0.0109,0.437,0.2367,0.1409,0.0,0.4151,0.1986
2026-02-19 19:00:00,2026-02-18,33.0,0.1015,0.0,0.3729,0.162,0.0906,0.0014,0.3194,0.1889,0.1056,0.0,0.3246,0.1492
2026-02-19 20:00:00,2026-02-18,34.0,0.0555,0.0,0.382,0.1348,0.0481,0.0001,0.353,0.1555,0.0507,0.0,0.2952,0.1306
2026-02-19 21:00:00,2026-02-18,35.0,0.0484,0.0,0.3991,0.1224,0.0306,0.0,0.3408,0.1106,0.0349,0.0,0.3766,0.1085
2026-02-19 22:00:00,2026-02-18,36.0,0.0446,0.0,0.4818,0.1407,0.0505,0.0,0.4003,0.1347,0.0381,0.0,0.3872,0.1414
2026-02-19 23:00:00,2026-02-18,37.0,0.1332,0.0,0.6345,0.2151,0.1513,0.0,0.5056,0.2161,0.1214,0.0,0.5977,0.1987
2026-02-20 00:00:00,2026-02-19,14.0,0.3454,0.0,0.7817,0.3843,0.3348,0.0127,0.7145,0.3602,0.2893,0.0047,0.7453,0.3478
2026-02-20 01:00:00,2026-02-19,15.0,0.391,0.0067,0.8118,0.4479,0.3771,0.0139,0.8523,0.4019,0.3639,0.0172,0.8598,0.4374
2026-02-20 02:00:00,2026-02-19,16.0,0.442,0.0197,0.8562,0.5068,0.4429,0.0193,0.8652,0.4847,0.3789,0.0239,0.8952,0.4886
2026-02-20 03:00:00,2026-02-19,17.0,0.4384,0.02,0.8936,0.5125,0.4353,0.0374,0.8687,0.5392,0.3977,0.0324,0.9276,0.4694
2026-02-20 04:00:00,2026-02-19,18.0,0.4688,0.025,0.9156,0.5242,0.4423,0.0464,0.8567,0.5301,0.4325,0.0328,0.9368,0.5186
2026-02-20 05:00:00,2026-02-19,19.0,0.5029,0.0243,0.9447,0.5438,0.4763,0.0495,0.909,0.5891,0.4962,0.0322,0.9291,0.5119
2026-02-20 06:00:00,2026-02-19,20.0,0.6102,0.0863,0.9566,0.5827,0.558,0.1017,0.9313,0.6059,0.6028,0.0839,0.956,0.5947
2026-02-20 07:00:00,2026-02-19,21.0,0.706,0.1098,0.9723,0.6511,0.6188,0.1252,0.9707,0.6472,0.6764,0.1028,0.9704,0.6614
2026-02-20 08:00:00,2026-02-19,22.0,0.6528,0.0646,0.9686,0.6091,0.5906,0.0901,0.937,0.5995,0.6176,0.0716,0.9322,0.6009
2026-02-20 09:00:00,2026-02-19,23.0,0.4077,0.0168,0.8917,0.4376,0.3698,0.0394,0.8376,0.4727,0.408,0.0267,0.8736,0.4592
2026-02-20 10:00:00,2026-02-19,24.0,0.2479,0.0059,0.7666,0.3119,0.2336,0.0047,0.7294,0.3464,0.216,0.0109,0.7893,0.3422
2026-02-20 11:00:00,2026-02-19,25.0,0.1934,0.0,0.7414,0.3214,0.1796,0.004,0.7079,0.3535,0.2139,0.0036,0.7636,0.329
2026-02-20 12:00:00,2026-02-19,26.0,0.1832,0.0,0.6038,0.2268,0.1899,0.004,0.5799,0.2694,0.1874,0.0018,0.5956,0.2371
2026-02-20 13:00:00,2026-02-19,27.0,0.1054,0.0,0.4305,0.1859,0.0914,0.0,0.3598,0.174,0.1054,0.0,0.4488,0.183
2026-02-20 14:00:00,2026-02-19,28.0,0.0372,0.0,0.3057,0.1137,0.0425,0.0,0.2632,0.1199,0.0474,0.0,0.2721,0.1141
2026-02-20 15:00:00,2026-02-19,29.0,0.045,0.0,0.2073,0.1037,0.0269,0.0,0.2184,0.1139,0.0422,0.0,0.2296,0.0998
2026-02-20 16:00:00,2026-02-19,30.0,0.0549,0.0,0.242,0.1019,0.0383,0.0,0.2265,0.1209,0.0518,0.0,0.2458,0.1068
2026-02-20 17:00:00,2026-02-19,31.0,0.0488,0.0,0.2775,0.1104,0.0405,0.0,0.2359,0.1169,0.0449,0.0,0.2726,0.1225
2026-02-20 18:00:00,2026-02-19,32.0,0.0662,0.0,0.4356,0.1402,0.0465,0.0,0.4108,0.1639,0.0587,0.0,0.4351,0.1658
2026-02-20 19:00:00,2026-02-19,33.0,0.3077,0.0081,0.9058,0.4002,0.232,0.0283,0.7638,0.4056,0.3048,0.0094,0.8525,0.3708
2026-02-20 20:00:00,2026-02-19,34.0,0.4926,0.0651,1.0,0.5436,0.4156,0.0982,1.0,0.5511,0.5051,0.1081,1.0,0.5274
2026-02-20 21:00:00,2026-02-19,35.0,0.7416,0.1608,1.0,0.7509,0.7453,0.2455,1.0,0.7718,0.7041,0.1977,1.0,0.7025
2026-02-20 22:00:00,2026-02-19,36.0,0.7721,0.3241,1.0,0.7787,0.831,0.3294,0.9929,0.7967,0.7762,0.2841,1.0,0.7716
2026-02-20 23:00:00,2026-02-19,37.0,0.8495,0.4063,1.0,0.7757,0.8935,0.475,0.9914,0.8147,0.8738,0.3845,1.0,0.8045
2026-02-21 00:00:00,2026-02-20,14.0,0.8127,0.3388,1.0,0.7767,0.8359,0.3585,0.9869,0.8005,0.8264,0.3318,0.9926,0.757
2026-02-21 01:00:00,2026-02-20,15.0,0.8098,0.3934,1.0,0.7868,0.8215,0.3599,0.9811,0.7904,0.81,0.3477,0.9844,0.7717
2026-02-21 02:00:00,2026-02-20,16.0,0.7647,0.3525,1.0,0.7511,0.7732,0.3574,0.9847,0.7624,0.7703,0.3161,0.974,0.7298
2026-02-21 03:00:00,2026-02-20,17.0,0.6612,0.2755,0.9968,0.6669,0.6466,0.2668,0.975,0.6601,0.6583,0.2236,0.9868,0.6194
2026-02-21 04:00:00,2026-02-20,18.0,0.5427,0.2053,0.9643,0.5785,0.5665,0.1914,0.9499,0.5858,0.5614,0.1935,0.9492,0.5565
2026-02-21 05:00:00,2026-02-20,19.0,0.4706,0.1407,0.9403,0.5081,0.4863,0.1544,0.9042,0.5264,0.4579,0.1252,0.9177,0.4891
2026-02-21 06:00:00,2026-02-20,20.0,0.4076,0.1266,0.9077,0.4758,0.4649,0.1586,0.8829,0.519,0.4421,0.1041,0.8669,0.4581
2026-02-21 07:00:00,2026-02-20,21.0,0.3963,0.0613,0.9202,0.4721,0.3944,0.0936,0.8674,0.4738,0.3897,0.0806,0.8655,0.4404
2026-02-21 08:00:00,2026-02-20,22.0,0.3643,0.0251,0.8418,0.3867,0.35,0.0482,0.8079,0.424,0.301,0.0369,0.8196,0.4016
2026-02-21 09:00:00,2026-02-20,23.0,0.1757,0.0033,0.6696,0.3028,0.2095,0.0163,0.587,0.2885,0.165,0.0042,0.6686,0.2763
2026-02-21 10:00:00,2026-02-20,24.0,0.2231,0.0,0.7976,0.3,0.1982,0.0,0.7696,0.2794,0.1955,0.0025,0.7529,0.3027
2026-02-21 11:00:00,2026-02-20,25.0,0.7214,0.1149,0.9866,0.6965,0.5801,0.0786,0.9856,0.6281,0.6578,0.0908,0.9702,0.6351
2026-02-21 12:00:00,2026-02-20,26.0,0.8702,0.3156,1.0,0.8107,0.8121,0.3032,0.9959,0.7667,0.8941,0.3371,1.0,0.8002
2026-02-21 13:00:00,2026-02-20,27.0,0.9557,0.6043,0.9991,0.9173,0.9185,0.5393,1.0,0.9002,0.9449,0.6617,1.0,0.8863
2026-02-21 14:00:00,2026-02-20,28.0,0.9242,0.7149,0.9893,0.8792,0.9362,0.6502,0.998,0.8989,0.9378,0.6787,0.9887,0.8876
2026-02-21 15:00:00,2026-02-20,29.0,0.8107,0.4405,0.9817,0.7703,0.8306,0.406,0.995,0.784,0.8062,0.3998,0.9865,0.7743
2026-02-21 16:00:00,2026-02-20,30.0,0.6542,0.287,0.9765,0.5951,0.6551,0.2822,0.9667,0.6038,0.6532,0.2696,0.9704,0.6285
2026-02-21 17:00:00,2026-02-20,31.0,0.5133,0.1298,0.9017,0.4984,0.5173,0.1497,0.9183,0.5761,0.5282,0.146,0.8965,0.5545
2026-02-21 18:00:00,2026-02-20,32.0,0.3962,0.0446,0.7876,0.4361,0.3984,0.0623,0.7671,0.4647,0.4347,0.0475,0.7845,0.4379
2026-02-21 19:00:00,2026-02-20,33.0,0.3233,0.017,0.7079,0.3437,0.315,0.0214,0.6853,0.3382,0.3349,0.0144,0.7105,0.3577
2026-02-21 20:00:00,2026-02-20,34.0,0.4445,0.0448,0.8299,0.4324,0.4274,0.0441,0.804,0.4376,0.413,0.0381,0.7954,0.4576
2026-02-21 21:00:00,2026-02-20,35.0,0.6254,0.1417,0.9377,0.6313,0.6016,0.1261,0.9221,0.6025,0.6275,0.1352,0.9298,0.6153
2026-02-21 22:00:00,2026-02-20,36.0,0.6737,0.1729,0.973,0.6625,0.6836,0.2048,0.9859,0.6717,0.6861,0.1722,0.9697,0.6582
2026-02-21 23:00:00,2026-02-20,37.0,0.6935,0.1765,0.9782,0.6497,0.6891,0.1859,0.9725,0.6493,0.7142,0.177,0.9489,0.6519
2026-02-22 00:00:00,2026-02-21,14.0,0.1062,0.0,0.4126,0.1938,0.1194,0.0001,0.3959,0.1957,0.1302,0.0,0.4255,0.1719
2026-02-22 01:00:00,2026-02-21,15.0,0.0978,0.0,0.3448,0.1701,0.1173,0.0007,0.3529,0.1594,0.0919,0.0,0.3858,0.152
2026-02-22 02:00:00,2026-02-21,16.0,0.0465,0.0,0.2123,0.1082,0.0662,0.0,0.2421,0.0908,0.0593,0.0,0.2138,0.0825
2026-02-22 03:00:00,2026-02-21,17.0,0.0506,0.0,0.1811,0.0827,0.0366,0.0011,0.1902,0.0861,0.0498,0.0,0.2144,0.0661
